complaint_id,ward,area,landmark,category,complaint_text,language,urgency_level,votes,total_complaints_received,status,date_submitted,has_image
MG-04090,KMC-1,Thankot Chowk,Thankot Chowk,Electricity,Frequent tripping of transformer in Thankot Chowk. Appliances getting damaged. No response from NEA when called.,en,2,16,1,WIP,2026-03-25,Yes
MG-04091,KMC-6,Maharajgunj,Maharajgunj,Road/Pothole,"Maharajgunj main road is completely damaged near Maharajgunj. Heavy vehicles avoid the route, traffic jams forming daily.",en,2,0,1,WIP,2025-07-17,No
MG-04092,KMC-17,Satdobato,Dhobighat,Flooding,Bridge at Dhobighat gets submerged during monsoon. Alternative route very long. Need height increase.,en,3,7,12,New,2025-05-28,No
MG-04093,KMC-11,Boudhanath,Bouddha,Water/Drainage,KMC-11: Water supply not regular in Boudhanath. We get water only 3 days per week. Please fix the pipe.,en,3,3,11,Not Required For Now,2026-01-14,No
MG-04094,KMC-5,Lazimpat Chowk,Prime School,Electricity,Illegal electrical connection near Prime School causing overload. Risk of fire. Please inspect and take action.,en,1,6,4,WIP,2026-02-07,No
MG-04095,KMC-4,Basantapur,Freak Street,Road/Pothole,"KMC-4, Basantapur: Road condition is very bad, multiple large potholes. Daily commuters affected. Been like this for 8 weeks.",en,2,0,5,Not Required For Now,2025-09-24,Yes
MG-04096,KMC-8,Kalanki,Kalanki Chowk,Traffic/Signals,"Traffic light at Kalanki Chowk intersection not working since 8 weeks. Rush hour very dangerous, near accidents daily.",en,1,0,2,New,2025-10-23,No
MG-04097,KMC-15,Airport Gate,Naya Baneshwor,Noise Pollution,Vehicle horns and noise near Airport Gate school affecting students during exam. Traffic diversion needed.,en,1,6,8,New,2025-11-03,Yes
MG-04098,KMC-18,Teku,Teku,Electricity,Illegal electrical connection near Teku causing overload. Risk of fire. Please inspect and take action.,en,2,14,8,WIP,2026-03-19,Yes
MG-04099,KMC-19,Kalimati Bridge,Kalimati Bridge,Electricity,Electric pole near Kalimati Bridge leaning dangerously. Wires sagging low. Children and vehicles at risk.,en,2,27,5,New,2025-06-01,No
MG-04100,KMC-6,Lazimpat Crossroad,Chakrapath,Flooding,Bridge at Chakrapath gets submerged during monsoon. Alternative route very long. Need height increase.,en,1,15,12,New,2026-04-01,Yes
MG-04101,KMC-25,Gongabu Bus Park,Gongabu Bus Park,Flooding,Storm drain near Gongabu Bus Park choked with plastic. Heavy rain causes immediate flooding in Gongabu Bus Park.,en,3,2,19,New,2025-10-26,Yes
MG-04102,KMC-5,Lazimpat,Lazimpat,Road/Pothole,"Lazimpat road near Lazimpat is very bad condition xa. Potholes everywhere, monsoon ma aru problem huncha.",mix,1,4,7,New,2025-11-08,No
MG-04103,KMC-5,Lazimpat,Lazimpat,Road/Pothole,"Lazimpat road near Lazimpat has deep potholes. Vehicles getting damaged, motorcycles slipping. Please fix urgently.",en,2,2,1,Rejected,2025-07-09,Yes
MG-04104,KMC-28,Sukedhara,Sukedhara,Garbage/Sanitation,Sukedhara thito garnus. Sukedhara paas ma kachra dherai xa. Kids le fohori ma khel racha.,ne,2,1,5,New,2025-05-10,No
MG-04105,KMC-18,Balkhu Chowk,Balkhu,Noise Pollution,"Construction work at Balkhu happening at night, Balkhu Chowk residents cannot sleep. No action despite complaints.",en,2,6,4,WIP,2025-05-09,No
MG-04106,KMC-3,New Road Gate,New Road,Electricity,Frequent tripping of transformer in New Road Gate. Appliances getting damaged. No response from NEA when called.,en,2,4,9,WIP,2025-06-14,No
MG-04107,KMC-22,Naxal,Hattisar,Traffic/Signals,Naxal crossroad ma signal nai chhaina. Hattisar najik accidents ko risk xa.,mix,2,0,9,New,2026-04-01,No
MG-04108,KMC-29,Budhanilkantha Road,Bansbari,Noise Pollution,Loud music from Budhanilkantha Road party hall near Bansbari until late night. Children and elderly suffering.,en,1,1,4,WIP,2026-01-15,No
MG-04109,KMC-26,Balaju,Balaju,Traffic/Signals,"Traffic light at Balaju intersection not working since 7 weeks. Rush hour very dangerous, near accidents daily.",en,2,4,2,Rejected,2026-02-27,Yes
MG-04110,KMC-27,Gokarneshwor,Gokarneshwor,Noise Pollution,"Generator noise from Gokarneshwor business unbearable. Running 24 hours, no muffler. Please regulate.",en,3,25,3,WIP,2025-04-14,Yes
MG-04111,KMC-14,Jadibuti,Koteshwor Chowk,Water/Drainage,"Water pipe burst near Koteshwor Chowk in Jadibuti. Street flooded, people walking in knee-deep water. Kids going school facing problem.",en,3,1,2,WorkDone,2025-06-10,No
MG-04112,KMC-16,Jawalakhel,Kumaripati,Flooding,Storm drain near Kumaripati choked with plastic. Heavy rain causes immediate flooding in Jawalakhel.,en,3,3,11,WIP,2025-09-25,No
MG-04113,KMC-20,Swayambhu,Swayambhu,Traffic/Signals,Signal timing at Swayambhu is too short for pedestrians to cross safely. Elderly people at risk.,en,2,4,12,WIP,2025-11-05,No
MG-04114,KMC-10,Gaushala,Pashupati Temple,Noise Pollution,"Generator noise from Pashupati Temple business unbearable. Running 24 hours, no muffler. Please regulate.",en,1,2,14,WIP,2025-05-27,Yes
MG-04115,KMC-12,Thamel,Thamel,Electricity,Illegal electrical connection near Thamel causing overload. Risk of fire. Please inspect and take action.,en,1,10,10,WIP,2026-02-25,No
MG-04116,KMC-12,Jyatha,Thamel,Street Lighting,Jyatha ma light chhaina raat ma. Thamel ko aagadi dark xa. Safety issue urgent xa.,mix,2,1,3,New,2025-06-07,Yes
MG-04117,KMC-25,Balaju,Gongabu,Electricity,Electric pole near Gongabu leaning dangerously. Wires sagging low. Children and vehicles at risk.,en,2,2,8,New,2025-11-03,No
MG-04118,KMC-30,Minbhawan,Kamalpokhari,Street Lighting,"Street lights in Minbhawan not working for 7 weeks. Pedestrians in danger at night, theft cases increasing.",en,2,4,12,New,2025-05-17,No
MG-04119,KMC-5,Prime School,Lazimpat Chowk,Illegal Construction,Road being dug for private pipe laying near Lazimpat Chowk without permission. No restoration plan.,en,2,8,11,Not Required For Now,2026-02-11,No
MG-04120,KMC-20,Chhauni,Swayambhu,Flooding,Bridge at Swayambhu gets submerged during monsoon. Alternative route very long. Need height increase.,en,2,6,11,New,2025-09-14,Yes
MG-04121,KMC-23,Putali Sadak,Putali Sadak,Water/Drainage,"Water pipe burst near Putali Sadak in Putali Sadak. Street flooded, people walking in knee-deep water. Kids going school facing problem.",en,2,3,13,Rejected,2026-02-19,No
MG-04122,KMC-2,Ichangu Narayan,Balambu,Water/Drainage,Drain blocked xa Ichangu Narayan ma near Balambu. Rain ayepachi paani everywhere hunchha. Health risk xa.,mix,3,11,7,WIP,2025-05-11,Yes
MG-04123,KMC-26,Balaju,Machapokhari,Public Facilities,Park in Balaju near Machapokhari has broken swings and rusted slides. Children getting injured. No maintenance.,en,2,13,2,WIP,2025-08-01,No
MG-04124,KMC-1,Thankot Chowk,Thankot Chowk,Street Lighting,Thankot Chowk ma street light 3 hapta dekhhi baliraheko chaina. Raat ma danger xa pedestrian ko lagi.,ne,2,9,10,WorkDone,2026-02-21,No
MG-04125,KMC-1,Sitapaila,Thankot,Street Lighting,KMC-1: Sitapaila road completely dark at night. Multiple light poles not working. Accidents risk very high.,en,3,7,3,New,2025-08-16,No
MG-04126,KMC-9,Kalimati,Kalimati,Street Lighting,"Street lights in Kalimati not working for 4 weeks. Pedestrians in danger at night, theft cases increasing.",en,2,9,3,WIP,2025-11-27,No
MG-04127,KMC-14,Koteshwor,Koteshwor Chowk,Garbage/Sanitation,Overflowing dustbin at Koteshwor Chowk in Koteshwor. Rats and crows spreading garbage on road. Urgent cleaning needed.,en,1,11,7,WorkDone,2025-08-15,No
MG-04128,KMC-5,Lazimpat Chowk,Lazimpat Chowk,Noise Pollution,Loudspeaker at Lazimpat Chowk from early morning. Religious event going on for weeks without permission check.,en,2,2,6,WIP,2026-02-08,No
MG-04129,KMC-15,Sinamangal,Sinamangal,Traffic/Signals,Road divider broken near Sinamangal. Vehicles crossing to wrong lane. Please put barriers immediately.,en,1,11,6,WIP,2026-03-25,No
MG-04130,KMC-18,Teku,Balkhu,Noise Pollution,Vehicle horns and noise near Teku school affecting students during exam. Traffic diversion needed.,en,2,12,5,WIP,2025-11-17,Yes
MG-04131,KMC-8,Dhalko,Dhalko,Public Facilities,"Community hall in Dhalko roof leaking, walls damaged. Not usable for meetings. Please repair before monsoon.",en,3,11,4,WorkDone,2025-11-27,No
MG-04132,KMC-23,Bagbazar,Bagbazar,Public Facilities,"Community hall in Bagbazar roof leaking, walls damaged. Not usable for meetings. Please repair before monsoon.",en,1,3,13,WIP,2026-01-28,Yes
MG-04133,KMC-4,Basantapur,Basantapur,Noise Pollution,Loud music from Basantapur party hall near Basantapur until late night. Children and elderly suffering.,en,2,9,5,Rejected,2025-10-07,No
MG-04134,KMC-8,Kalanki Chowk,Kalanki Chowk,Road/Pothole,Kalanki Chowk najik sadak ma thulo khaldo cha. Motorcycle wala haru lai problem bhairako xa. Urgent repair garnuhos.,ne,2,0,1,New,2025-12-19,No
MG-04135,KMC-19,Tripureshwor,Kalimati Bridge,Noise Pollution,"Construction work at Kalimati Bridge happening at night, Tripureshwor residents cannot sleep. No action despite complaints.",en,1,3,5,New,2025-12-08,No
MG-04136,KMC-16,Jawalakhel,Kumaripati,Public Facilities,"Bus stop at Jawalakhel near Kumaripati has no roof, broken benches. Passengers standing in sun and rain.",en,3,3,17,WorkDone,2025-05-06,No
MG-04137,KMC-13,Baneshwor,Baneshwor,Traffic/Signals,KMC-13: Baneshwor traffic chaos due to broken signals. Morning rush hour gridlock from 8-10 AM.,en,3,1,5,WIP,2025-05-12,No
MG-04138,KMC-13,Baneshwor,Tinkune,Public Facilities,Drinking water tap at Tinkune broken. People waiting in queue but no water available.,en,3,2,16,WorkDone,2026-01-23,Yes
MG-04139,KMC-6,Chakrapath,Chakrapath,Garbage/Sanitation,"Garbage not collected for 6 days in Chakrapath near Chakrapath. Smell unbearable, stray dogs spreading waste everywhere.",en,2,1,3,Not Required For Now,2026-03-11,Yes
MG-04140,KMC-31,Sifal,Sankhamul,Illegal Construction,Encroachment on footpath near Sifal by Sankhamul shop. Pedestrians forced to walk on road.,en,3,10,2,New,2025-09-06,Yes
MG-04141,KMC-13,New Baneshwor,New Baneshwor,Electricity,Load shedding schedule not being followed in New Baneshwor. Cuts happening outside scheduled hours too.,en,3,4,10,WIP,2025-05-29,No
MG-04142,KMC-21,Naxal,Dallu,Street Lighting,Street lights off xa Naxal ma since 5 weeks. Dallu najik very dangerous xa.,mix,2,1,5,New,2025-07-24,Yes
MG-04143,KMC-21,Naxal,Dallu Chowk,Garbage/Sanitation,Garbage problem serious xa Naxal ma. Dallu Chowk ko aagadi overflowing dustbin xa.,mix,2,4,2,New,2025-09-02,No
MG-04144,KMC-16,Jawalakhel,Kumaripati,Illegal Construction,Illegal construction blocking public road near Kumaripati in Jawalakhel. Emergency vehicles cannot pass.,en,1,0,6,New,2025-08-10,No
MG-04145,KMC-23,Bagbazar,Putali Sadak,Flooding,"Bagbazar near Putali Sadak floods every rain. Water enters houses, furniture damaged. Need proper drainage.",en,3,3,8,New,2026-02-15,No
MG-04146,KMC-28,Sukedhara,Tokha Road,Public Facilities,"Bus stop at Sukedhara near Tokha Road has no roof, broken benches. Passengers standing in sun and rain.",en,3,2,4,New,2025-09-29,No
MG-04147,KMC-14,Koteshwor,Koteshwor Chowk,Flooding,KMC-14: Flooding in Koteshwor is annual problem. No permanent solution being implemented.,en,2,5,6,Not Required For Now,2025-12-16,No
MG-04148,KMC-20,Swayambhunath,Swayambhunath,Road/Pothole,"Swayambhunath ko sadak bigreko xa near Swayambhunath. Khaldo thulo cha, gadi chalauda danger huncha. Kripaya fix garnus.",ne,3,11,3,New,2025-06-19,No
MG-04149,KMC-14,Koteshwor,Koteshwor Chowk,Public Facilities,"Public toilet near Koteshwor Chowk in Koteshwor is very dirty, broken taps, no water. Commuters suffering daily.",en,3,12,24,WorkDone,2025-12-21,No
MG-04150,KMC-10,Chabahil,Gaushala,Flooding,"Chabahil near Gaushala floods every rain. Water enters houses, furniture damaged. Need proper drainage.",en,3,9,10,New,2025-12-10,Yes
MG-04151,KMC-6,Chakrapath,Lazimpat Crossroad,Illegal Construction,Unauthorized structure built on public land near Lazimpat Crossroad. Ward office ignoring complaints.,en,3,3,14,WIP,2025-08-17,Yes
MG-04152,KMC-1,Thankot Chowk,Thankot,Illegal Construction,Illegal construction blocking public road near Thankot in Thankot Chowk. Emergency vehicles cannot pass.,en,1,0,5,New,2025-05-31,No
MG-04153,KMC-6,Chakrapath,Chakrapath,Noise Pollution,"Construction work at Chakrapath happening at night, Chakrapath residents cannot sleep. No action despite complaints.",en,2,5,9,Not Required For Now,2026-03-25,No
MG-04154,KMC-18,Balkhu,Teku,Water/Drainage,Paani leakage xa Balkhu ma near Teku. Daily paani waste hunchha. Please inspect garnus.,ne,2,0,4,New,2025-09-17,Yes
MG-04155,KMC-9,Kalimati,Kalimati Bazaar,Public Facilities,"Public toilet near Kalimati Bazaar in Kalimati is very dirty, broken taps, no water. Commuters suffering daily.",en,3,11,22,New,2025-07-22,No
MG-04156,KMC-14,Jadibuti,Koteshwor Chowk,Road/Pothole,Jadibuti ko main road completely damaged xa. Koteshwor Chowk ko aagadi vehicle jam hunchha.,ne,2,7,2,WIP,2026-02-04,Yes
MG-04157,KMC-20,Chhauni,Chhauni,Garbage/Sanitation,"Chhauni area very dirty, garbage pile growing near Chhauni. Tourists complaining. Please send cleaning team daily.",en,3,22,21,New,2025-04-28,No
MG-04158,KMC-30,Shantinagar,Kamalpokhari,Street Lighting,"All lights off near Kamalpokhari from evening. Dark area very unsafe, children and women afraid to walk.",en,1,5,15,WorkDone,2025-11-18,No
MG-04159,KMC-9,Tripureshwor,Tripureshwor,Traffic/Signals,Tripureshwor crossroad ma signal nai chhaina. Tripureshwor najik accidents ko risk xa.,mix,2,7,9,New,2025-05-05,No
MG-04160,KMC-15,Airport Gate,Naya Baneshwor,Illegal Construction,Encroachment on footpath near Airport Gate by Naya Baneshwor shop. Pedestrians forced to walk on road.,en,2,10,13,Not Required For Now,2025-04-14,No
MG-04161,KMC-5,Lazimpat,Lazimpat,Garbage/Sanitation,Illegal dumping happening near Lazimpat. People throwing construction waste. Ward office not taking action.,en,2,15,13,WIP,2025-04-08,No
MG-04162,KMC-30,Shantinagar,Shantinagar,Traffic/Signals,Signal timing at Shantinagar is too short for pedestrians to cross safely. Elderly people at risk.,en,2,0,16,New,2025-10-22,No
MG-04163,KMC-28,Suryabinayak,Tokha Road,Illegal Construction,Encroachment on footpath near Suryabinayak by Tokha Road shop. Pedestrians forced to walk on road.,en,2,22,10,WIP,2025-09-06,Yes
MG-04164,KMC-25,Balaju,Balaju,Public Facilities,"Bus stop at Balaju near Balaju has no roof, broken benches. Passengers standing in sun and rain.",en,2,0,13,WIP,2025-10-13,No
MG-04165,KMC-27,Gokarneshwor,Gokarneshwor,Illegal Construction,Road being dug for private pipe laying near Gokarneshwor without permission. No restoration plan.,en,2,3,4,WIP,2026-03-14,Yes
MG-04166,KMC-26,Balaju,Machapokhari,Flooding,Bridge at Machapokhari gets submerged during monsoon. Alternative route very long. Need height increase.,en,2,1,13,Not Required For Now,2025-05-16,No
MG-04167,KMC-29,Lazimpat Upper,Budhanilkantha Road,Garbage/Sanitation,Illegal dumping happening near Budhanilkantha Road. People throwing construction waste. Ward office not taking action.,en,2,4,8,New,2026-02-26,No
MG-04168,KMC-21,Naxal,Naxal,Road/Pothole,"KMC-21, Naxal: Road ma hole hole cha. Bachha haru school janey bela risk huncha.",ne,2,0,6,New,2025-09-23,No
MG-04169,KMC-25,Gongabu,Balaju,Electricity,Electric pole near Balaju leaning dangerously. Wires sagging low. Children and vehicles at risk.,en,1,6,3,New,2026-03-06,No
MG-04170,KMC-12,Thamel,Thamel,Street Lighting,Thamel ko road raat ma andho xa. Multiple poles kharab xa. Accident risk धेरै xa.,ne,2,3,8,WorkDone,2026-02-16,Yes
MG-04171,KMC-13,New Baneshwor,New Baneshwor,Flooding,Low lying area near New Baneshwor completely submerged after rain. Residents stranded for 50 hours.,en,2,0,5,WIP,2025-04-21,No
MG-04172,KMC-10,Pashupati,Pashupati,Street Lighting,Street lamp near Pashupati is broken and wires are exposed. Electric shock risk. Please repair immediately.,en,2,4,1,WIP,2025-10-22,Yes
MG-04173,KMC-31,Sifal,Sankhamul Ghat,Flooding,"Sifal near Sankhamul Ghat floods every rain. Water enters houses, furniture damaged. Need proper drainage.",en,2,1,10,WIP,2025-10-27,No
MG-04174,KMC-10,Pashupati Temple,Gaushala,Water/Drainage,"Open drain in Pashupati Temple overflowing near Gaushala. Sewage smell unbearable, health risk for nearby residents.",en,3,5,7,WorkDone,2025-12-24,No
MG-04175,KMC-26,Balaju,Balaju Industrial Area,Road/Pothole,Pothole near Balaju Industrial Area caused my motorcycle to fall. Several accidents happening at same spot. Very dangerous.,en,2,14,3,Rejected,2025-10-23,No
MG-04176,KMC-8,Kalanki Chowk,Dhalko,Road/Pothole,Dhalko najik sadak ma thulo khaldo cha. Motorcycle wala haru lai problem bhairako xa. Urgent repair garnuhos.,ne,1,1,16,WorkDone,2025-06-12,No
MG-04177,KMC-22,Battisputali,Battisputali,Illegal Construction,Road being dug for private pipe laying near Battisputali without permission. No restoration plan.,en,1,10,20,WorkDone,2025-04-17,Yes
MG-04178,KMC-1,Thankot Chowk,Thankot,Street Lighting,KMC-1: Thankot Chowk road completely dark at night. Multiple light poles not working. Accidents risk very high.,en,3,3,1,New,2025-10-28,Yes
MG-04179,KMC-1,Sitapaila,Sitapaila,Street Lighting,No lighting from Sitapaila to Sitapaila market. Several snatching incidents happened this week.,en,2,4,3,WIP,2025-11-02,Yes
MG-04180,KMC-32,Hattisar Upper,Gairidhara,Illegal Construction,Encroachment on footpath near Hattisar Upper by Gairidhara shop. Pedestrians forced to walk on road.,en,1,5,7,New,2025-05-31,Yes
MG-04181,KMC-29,Bansbari,Lazimpat Upper,Water/Drainage,"Water pipe burst near Lazimpat Upper in Bansbari. Street flooded, people walking in knee-deep water. Kids going school facing problem.",en,3,8,4,Not Required For Now,2026-02-17,Yes
MG-04182,KMC-10,Chabahil,Gaushala,Traffic/Signals,"Traffic light at Gaushala intersection not working since 6 weeks. Rush hour very dangerous, near accidents daily.",en,1,16,7,WorkDone,2025-11-05,Yes
MG-04183,KMC-5,Lazimpat Chowk,Prime School,Noise Pollution,Vehicle horns and noise near Lazimpat Chowk school affecting students during exam. Traffic diversion needed.,en,3,6,6,WIP,2025-09-03,Yes
MG-04184,KMC-2,Balambu,Ichangu Narayan,Flooding,Storm drain near Ichangu Narayan choked with plastic. Heavy rain causes immediate flooding in Balambu.,en,1,0,2,New,2026-03-21,No
MG-04185,KMC-10,Chabahil,Gaushala,Street Lighting,"Street lights in Chabahil not working for 7 weeks. Pedestrians in danger at night, theft cases increasing.",en,1,3,7,WorkDone,2026-02-03,No
MG-04186,KMC-10,Pashupati,Pashupati,Public Facilities,"Bus stop at Pashupati near Pashupati has no roof, broken benches. Passengers standing in sun and rain.",en,1,5,14,New,2025-11-02,No
MG-04187,KMC-22,Battisputali,Naxal,Noise Pollution,"Construction work at Naxal happening at night, Battisputali residents cannot sleep. No action despite complaints.",en,3,4,3,WorkDone,2025-06-22,No
MG-04188,KMC-29,Budhanilkantha Road,Bansbari,Electricity,Electric pole near Bansbari leaning dangerously. Wires sagging low. Children and vehicles at risk.,en,3,2,4,WIP,2025-10-22,No
MG-04189,KMC-4,Hanuman Dhoka,Freak Street,Water/Drainage,"Water pipe burst near Freak Street in Hanuman Dhoka. Street flooded, people walking in knee-deep water. Kids going school facing problem.",en,1,1,3,WIP,2025-12-24,No
MG-04190,KMC-2,Balambu,Ichangu Narayan,Noise Pollution,"Generator noise from Ichangu Narayan business unbearable. Running 24 hours, no muffler. Please regulate.",en,3,14,7,New,2025-09-15,No
MG-04191,KMC-17,Ekantakuna,Satdobato,Water/Drainage,"Water leakage from main pipe at Satdobato. Water wasted daily, road always wet causing traffic problems.",en,1,8,4,WorkDone,2025-05-08,No
MG-04192,KMC-10,Chabahil,Chabahil,Traffic/Signals,Chabahil ko signal timing thik chhaina. Buda manche haru cross garna sakdainan.,ne,2,1,1,New,2026-03-27,Yes
MG-04193,KMC-3,Indra Chowk,New Road,Illegal Construction,Illegal construction blocking public road near New Road in Indra Chowk. Emergency vehicles cannot pass.,en,1,0,3,WIP,2025-10-02,No
MG-04194,KMC-3,Indra Chowk,New Road,Flooding,KMC-3: Flooding in Indra Chowk is annual problem. No permanent solution being implemented.,en,1,0,7,WIP,2025-09-21,No
MG-04195,KMC-23,Putali Sadak,Putali Sadak,Illegal Construction,Encroachment on footpath near Putali Sadak by Putali Sadak shop. Pedestrians forced to walk on road.,en,1,5,4,WIP,2025-11-03,No
MG-04196,KMC-10,Pashupati Temple,Chabahil,Water/Drainage,"Open drain in Pashupati Temple overflowing near Chabahil. Sewage smell unbearable, health risk for nearby residents.",en,2,5,10,New,2025-08-25,Yes
MG-04197,KMC-11,Bouddha,Bouddha,Public Facilities,"Public toilet near Bouddha in Bouddha is very dirty, broken taps, no water. Commuters suffering daily.",en,1,0,13,New,2025-04-18,No
MG-04198,KMC-4,Hanuman Dhoka,Freak Street,Road/Pothole,Hanuman Dhoka ko main road completely damaged xa. Freak Street ko aagadi vehicle jam hunchha.,ne,3,2,19,WIP,2026-01-05,Yes
MG-04199,KMC-24,Kalopul,Thapathali,Street Lighting,Thapathali dekhi Kalopul market samma kei pani light chhaina. Purse snatch bhairako xa.,ne,1,26,18,New,2025-12-31,No
MG-04200,KMC-11,Boudhanath,Bouddha,Road/Pothole,"Boudhanath road near Bouddha has deep potholes. Vehicles getting damaged, motorcycles slipping. Please fix urgently.",en,2,8,3,WIP,2025-10-11,Yes
MG-04201,KMC-3,Ason,Ason,Illegal Construction,Unauthorized structure built on public land near Ason. Ward office ignoring complaints.,en,2,6,9,Rejected,2025-12-08,No
MG-04202,KMC-3,Ason,New Road Gate,Public Facilities,Park in Ason near New Road Gate has broken swings and rusted slides. Children getting injured. No maintenance.,en,3,8,2,New,2025-12-06,No
MG-04203,KMC-18,Balkhu Chowk,Balkhu Chowk,Noise Pollution,Loudspeaker at Balkhu Chowk from early morning. Religious event going on for weeks without permission check.,en,2,12,10,WIP,2026-01-17,Yes
MG-04204,KMC-24,Kalopul,Dillibazar,Noise Pollution,"Construction work at Dillibazar happening at night, Kalopul residents cannot sleep. No action despite complaints.",en,2,1,4,New,2025-11-16,No
MG-04205,KMC-24,Thapathali,Thapathali,Illegal Construction,"Building being constructed without permit near Thapathali. No safety barriers, debris falling on road.",en,1,1,7,New,2025-11-21,No
MG-04206,KMC-1,Thankot,Sitapaila,Road/Pothole,"Thankot main road is completely damaged near Sitapaila. Heavy vehicles avoid the route, traffic jams forming daily.",en,3,10,10,New,2026-02-04,No
MG-04207,KMC-1,Thankot Chowk,Thankot Chowk,Traffic/Signals,Thankot Chowk ko traffic signal broken xa. Thankot Chowk ma rush hour ma jam hunchha daily.,mix,1,12,5,WIP,2025-11-08,Yes
MG-04208,KMC-4,Basantapur,Hanuman Dhoka,Public Facilities,"Community hall in Basantapur roof leaking, walls damaged. Not usable for meetings. Please repair before monsoon.",en,1,4,9,New,2025-05-14,No
MG-04209,KMC-7,Singha Durbar,Maitighar,Street Lighting,Singha Durbar ko road raat ma andho xa. Multiple poles kharab xa. Accident risk धेरै xa.,ne,2,9,8,WorkDone,2026-01-21,No
MG-04210,KMC-8,Kalanki,Kalanki,Street Lighting,Kalanki ma street light 6 hapta dekhhi baliraheko chaina. Raat ma danger xa pedestrian ko lagi.,ne,2,3,14,New,2025-05-16,No
MG-04211,KMC-29,Bansbari,Bansbari,Street Lighting,KMC-29: Bansbari road completely dark at night. Multiple light poles not working. Accidents risk very high.,en,3,9,2,New,2025-11-22,Yes
MG-04212,KMC-9,Kalimati Bazaar,Tripureshwor,Public Facilities,"Public toilet near Tripureshwor in Kalimati Bazaar is very dirty, broken taps, no water. Commuters suffering daily.",en,2,2,3,New,2026-03-10,Yes
MG-04213,KMC-16,Kumaripati,Kumaripati,Illegal Construction,Illegal construction blocking public road near Kumaripati in Kumaripati. Emergency vehicles cannot pass.,en,3,9,3,New,2025-07-14,No
MG-04214,KMC-12,Thamel Chowk,Thamel,Noise Pollution,"Generator noise from Thamel business unbearable. Running 24 hours, no muffler. Please regulate.",en,2,0,3,New,2026-01-21,Yes
MG-04215,KMC-3,New Road Gate,Ason,Water/Drainage,Drain blocked xa New Road Gate ma near Ason. Rain ayepachi paani everywhere hunchha. Health risk xa.,mix,1,2,7,WorkDone,2025-11-29,No
MG-04216,KMC-11,Boudhanath,Boudhanath,Traffic/Signals,"Boudhanath crossroad ma traffic management chhaina. Police dekhindaina, vehicle ulto bato hlincha.",ne,3,0,8,Not Required For Now,2025-04-29,Yes
MG-04217,KMC-4,Freak Street,Basantapur,Public Facilities,"Bus stop at Freak Street near Basantapur has no roof, broken benches. Passengers standing in sun and rain.",en,2,3,3,WIP,2025-09-29,No
MG-04218,KMC-17,Ekantakuna,Dhobighat,Road/Pothole,Ekantakuna ko main road completely damaged xa. Dhobighat ko aagadi vehicle jam hunchha.,ne,2,4,7,New,2025-06-11,No
MG-04219,KMC-10,Chabahil,Pashupati,Noise Pollution,Vehicle horns and noise near Chabahil school affecting students during exam. Traffic diversion needed.,en,3,10,10,WorkDone,2025-12-22,No
MG-04220,KMC-15,Airport Gate,Sinamangal,Garbage/Sanitation,Overflowing dustbin at Sinamangal in Airport Gate. Rats and crows spreading garbage on road. Urgent cleaning needed.,en,1,0,2,WIP,2026-03-25,Yes
MG-04221,KMC-26,Balaju,Balaju,Street Lighting,"All lights off near Balaju from evening. Dark area very unsafe, children and women afraid to walk.",en,2,2,10,WIP,2025-04-20,Yes
MG-04222,KMC-13,New Baneshwor,New Baneshwor,Noise Pollution,Loud music from New Baneshwor party hall near New Baneshwor until late night. Children and elderly suffering.,en,2,4,1,New,2025-07-19,No
MG-04223,KMC-18,Balkhu,Teku,Street Lighting,Balkhu ma light chhaina raat ma. Teku ko aagadi dark xa. Safety issue urgent xa.,mix,1,10,7,New,2025-05-22,No
MG-04224,KMC-22,Hattisar,Naxal,Water/Drainage,Drain blocked xa Hattisar ma near Naxal. Rain ayepachi paani everywhere hunchha. Health risk xa.,mix,2,3,8,WorkDone,2025-07-09,No
MG-04225,KMC-11,Boudhanath,Jorpati,Noise Pollution,"Construction work at Jorpati happening at night, Boudhanath residents cannot sleep. No action despite complaints.",en,1,0,8,New,2026-01-22,Yes
MG-04226,KMC-30,Minbhawan,Kamalpokhari,Traffic/Signals,Kamalpokhari ko traffic signal broken xa. Minbhawan ma rush hour ma jam hunchha daily.,mix,1,4,1,WorkDone,2025-10-12,Yes
MG-04227,KMC-15,Airport Gate,Naya Baneshwor,Electricity,Load shedding schedule not being followed in Airport Gate. Cuts happening outside scheduled hours too.,en,1,3,4,WIP,2025-05-02,No
MG-04228,KMC-26,Balaju,Balaju,Road/Pothole,"KMC-26, Balaju: Road ma hole hole cha. Bachha haru school janey bela risk huncha.",ne,2,11,19,Rejected,2025-08-05,No
MG-04229,KMC-14,Jadibuti,Jadibuti,Traffic/Signals,"Jadibuti crossroad ma traffic management chhaina. Police dekhindaina, vehicle ulto bato hlincha.",ne,1,19,25,New,2025-09-20,Yes
MG-04230,KMC-31,Sankhamul Ghat,Sankhamul,Traffic/Signals,Sankhamul Ghat crossroad ma signal nai chhaina. Sankhamul najik accidents ko risk xa.,mix,3,10,15,New,2025-11-02,No
MG-04231,KMC-27,Kapan,Gokarneshwor,Road/Pothole,"Kapan road near Gokarneshwor has deep potholes. Vehicles getting damaged, motorcycles slipping. Please fix urgently.",en,2,7,6,WIP,2025-05-08,No
